,ACCOUNT,RN,COMPANY,SITE,COUNTY,REGION,SIC,SIC DESCRIPTION,REPORTING YEAR,CO TPY,NOX TPY,Pb TPY,PM10 TPY,PM2.5 TPY,SO2 TPY,VOC TPY,ADDRESS,LATITUDE,LONGITUDE
1600,SDA011K,RN106505720,CHENIERE CORPUS CHRISTI PIPELINE LP,SINTON COMPRESSOR STATION,SAN PATRICIO,14.0,4922.0,NATURAL GAS TRANSMISSION,2020,35.0521,29.7875,0.0,4.5556,4.5556,9.6263,6.1091,"CHENIERE CORPUS CHRISTI PIPELINE LP,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002
1601,SDA012L,RN106597875,VOESTALPINE TEXAS LLC,LA QUINTA PLANT,SAN PATRICIO,14.0,3312.0,BLAST FURNACES AND STEEL MILLS,2020,3954.8009,171.8489,0.0,94.1162,66.5667,19.5962,3.935,"VOESTALPINE TEXAS LLC,SAN PATRICIO,TEXAS,USA",27.8900547,-97.28450010000002
1602,SDA013M,RN109753731,GULF COAST GROWTH VENTURES LLC,GULF COAST GROWTH VENTURES,SAN PATRICIO,14.0,2869.0,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,0,0,0.0,0,0,0,0.001,"GULF COAST GROWTH VENTURES LLC,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002
1603,SDA015L,RN105510499,EQUISTAR CHEMICALS LP,SAN PATRCIO COUNTY INGLESIDE VS 6 SITE,SAN PATRICIO,14.0,4619.0,"PIPELINES, NEC",2020,0,0,0.0,0,0,0,19.2,"EQUISTAR CHEMICALS LP,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002
1604,SDA016P,RN110369758,SOUTH TEXAS GATEWAY OPERATING LLC,BUCKEYE SOUTH TEXAS GATEWAY TERMINAL,SAN PATRICIO,14.0,4226.0,SPECIAL WAREHOUSING AND STORAGE,2020,0.2158,0.4514,0.0,0.2276,0.2276,0.0136,14.7951,"SOUTH TEXAS GATEWAY OPERATING LLC,SAN PATRICIO,TEXAS,USA",28.0453815,-97.48883049999999
1605,SDA017Q,RN110490554,PLAINS PIPELINE LP,TAFT STATION,SAN PATRICIO,14.0,4619.0,"PIPELINES, NEC",2020,0.0572,0.0653,0.0,0.0033,0.0033,0.0069,29.9633,"PLAINS PIPELINE LP,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002
1606,SG0006O,RN100226455,KINDER MORGAN PRODUCTION CO LLC,SACROC CO2 FACILITY,SCURRY,3.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,138.3844,117.8898,0.0,71.2981,68.8791,23.4628,49.191,"KINDER MORGAN PRODUCTION CO LLC,SCURRY,TEXAS,USA",32.5187487,-96.3808167
1607,SG0029C,RN102170966,KINDER MORGAN PRODUCTION CO LLC,SNYDER GAS PLANT,SCURRY,3.0,1321.0,NATURAL GAS LIQUIDS,2020,68.0346,171.4253,0.0,12.2719,12.2719,6.0755,34.4864,"KINDER MORGAN PRODUCTION CO LLC,SCURRY,TEXAS,USA",32.5187487,-96.3808167
1608,SG0032N,RN101296507,PLAINS PIPELINE LP,COLORADO CITY TANK FARM,SCURRY,3.0,4612.0,CRUDE PETROLEUM PIPE LINES,2020,0,0,0.0,0,0,0,65.051,"PLAINS PIPELINE LP,SCURRY,TEXAS,USA",32.5187487,-96.3808167
1609,SG0042K,RN102290087,CITY OF SNYDER,CITY OF SNYDER LANDFILL,SCURRY,3.0,4953.0,REFUSE SYSTEMS,2020,0,0,0.0,0.82,0.13,0,4.23,"CITY OF SNYDER,SCURRY,TEXAS,USA",32.7178862,-100.9176184
1610,SGA003C,RN104559216,SOLVAY USA INC,SNYDER,SCURRY,3.0,2899.0,"CHEMICAL PREPARATIONS, NEC",2020,0.1296,0.5997,0.0,0.0425,0.0425,0.0395,3.0119,"SOLVAY USA INC,SCURRY,TEXAS,USA",32.7415409,-100.9012067
1611,SH0003J,RN100229004,TARGA MIDSTREAM SERVICES LLC,SHACKELFORD PLANT,SHACKELFORD,3.0,1321.0,NATURAL GAS LIQUIDS,2020,32.4118,12.4049,0.0,1.2969,1.2969,0.0622,32.429,"TARGA MIDSTREAM SERVICES LLC,SHACKELFORD,TEXAS,USA",32.8242297,-99.2785583
1612,SIA005E,RN106051568,MIDCOAST G & P EAST TEXAS LP,TENEHA STATION,SHELBY,10.0,4922.0,NATURAL GAS TRANSMISSION,2020,34.4024,49.5252,0.0,4.7975,4.5175,27.3118,22.063,"MIDCOAST G & P EAST TEXAS LP,SHELBY,TEXAS,USA",30.0216106,-96.5983064
1613,SJ0017E,RN100213396,ETC TEXAS PIPELINE LTD,HUDSON COMPRESSOR STATION,SHERMAN,1.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,16.3768,123.6364,0.0,1.7411,1.7411,0.0239,5.767,"ETC TEXAS PIPELINE LTD,SHERMAN,TEXAS,USA",33.6356618,-96.6088805
1614,SJ0024H,RN100214279,DCP OPERATING COMPANY  LP,TEX BOOSTER STATION,SHERMAN,1.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,9.498,7.4061,0.0,1.292,1.292,0.0392,10.0274,"DCP OPERATING COMPANY  LP,SHERMAN,TEXAS,USA",33.6356618,-96.6088805
1615,SK0007T,RN102533171,GREENWOOD LANDFILL TX LP,GREENWOOD FARMS LANDFILL,SMITH,5.0,4953.0,REFUSE SYSTEMS,2020,1.04,0.19,0.0,14.13,4.89,0.08,11.619,"GREENWOOD LANDFILL TX LP,SMITH,TEXAS,USA",32.372464,-95.188345
1616,SK0016S,RN101162774,TRANE US INC,TRANE TYLER,SMITH,5.0,3585.0,REFRIGERATION & HEATING EQUIPMENT,2020,6.7689,7.4896,0.0,0.6123,0.6123,0.0484,29.1572,"TRANE US INC,SMITH,TEXAS,USA",32.3352505,-95.3102505
1617,SK0022A,RN100222512,DELEK REFINING LTD,DELEK TYLER REFINERY,SMITH,5.0,2911.0,PETROLEUM REFINING,2020,214.7335,542.1594,0.0024,27.3104,7.9762,407.4306,283.773,"DELEK REFINING LTD,SMITH,TEXAS,USA",32.3564138,-95.2797813
1618,SK0041T,RN102679867,TYLER PIPE COMPANY,MCWANE,SMITH,5.0,3321.0,GRAY & DUCTILE IRON FOUNDRIES,2020,40.7467,24.3201,0.2524,181.5786,46.4673,17.3092,33.066,"TYLER PIPE COMPANY,SMITH,TEXAS,USA",32.4347648,-95.3618011
1619,SK0043P,RN100218361,HOOD FLEXIBLE PACKAGING CORPORATION,HOOD PACKAGING,SMITH,5.0,2673.0,"BAGS, PLASTICS, LAMINATED COAT",2020,0.9035,1.0756,0.0,0.0056,0.0056,0.0065,60.1695,"HOOD FLEXIBLE PACKAGING CORPORATION,SMITH,TEXAS,USA",32.3352505,-95.3102505
1620,SK0115P,RN102154135,ASHCRAFT & SOUTHERN MARBLE CO INC,ASHCRAFT & SOUTHERN MARBLE,SMITH,5.0,3299.0,NONMETALLIC MINERAL PRODUCTS,2020,0,0,0.0,0.1539,0,0,1.7805,"ASHCRAFT & SOUTHERN MARBLE CO INC,SMITH,TEXAS,USA",32.3425921,-95.3500901
1621,SK0146E,RN102386810,EASTMAN CHEMICAL COMPANY,TYLER TERMINAL,SMITH,5.0,4789.0,"TRANSPORTATION SERVICES, NEC",2020,7.8688,4.2055,0.0,0.0709,0.0709,0.0239,26.1078,"EASTMAN CHEMICAL COMPANY,SMITH,TEXAS,USA",32.3352505,-95.3102505
1622,SK0346R,RN100218221,FLOWERS BAKING COMPANY OF TYLER LLC,FLOWERS BAKING CO OF TYLER,SMITH,5.0,2051.0,"BREAD, CAKE AND RELATED PRODUCTS",2020,0.9548,2.0765,0.0,0.1707,0,0.0124,86.1536,"FLOWERS BAKING COMPANY OF TYLER LLC,SMITH,TEXAS,USA",32.3500158,-95.31402709999999
1623,SK0504A,RN101948800,RIVIERA OPERATING LLC,PERRY COMMON POINT COMPRESSOR STATION,SMITH,5.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,14.68,7.34,0.0,0.25,0.25,0.0278,12.6677,"RIVIERA OPERATING LLC,SMITH,TEXAS,USA",32.3352505,-95.3102505
1624,SK0593V,RN102761145,RIVIERA OPERATING LLC,ARNOLD 2 1 CENTRAL PRODUCTION FACILITY,SMITH,5.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,24.07,25.88,0.0,0.84,0.84,0.0291,14.3581,"RIVIERA OPERATING LLC,SMITH,TEXAS,USA",32.3352505,-95.3102505
1625,SKA001A,RN104256185,MIDCOAST G & P EAST TEXAS LP,SOUTHGATE DEHYDRATOR,SMITH,5.0,4922.0,NATURAL GAS TRANSMISSION,2020,0.0768,0.0915,0.0,0.0069,0.0069,0.0005,2.3372,"MIDCOAST G & P EAST TEXAS LP,SMITH,TEXAS,USA",32.2344389,-95.5234289
1626,SM0013C,RN102605623,ENTERPRISE HYDROCARBONS LP,DELMITA COMPRESSOR STATION,STARR,15.0,1321.0,NATURAL GAS LIQUIDS,2020,15.0981,19.943,0.0,0.881,0.881,0.0549,11.5668,"ENTERPRISE HYDROCARBONS LP,STARR,TEXAS,USA",26.656481,-98.4830412
1627,SM0033T,RN100224682,KINDER MORGAN TEJAS PIPELINE LLC,RIO GRANDE STATION,STARR,15.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,9.5733,27.8572,0.0,1.0005,1.0005,0.0345,3.1134,"KINDER MORGAN TEJAS PIPELINE LLC,STARR,TEXAS,USA",26.6215167,-98.7481167
1628,SMA004D,RN107102816,KINDER MORGAN TEXAS PIPELINE LLC,BOB WEST DEW POINT PLANT,STARR,15.0,1321.0,NATURAL GAS LIQUIDS,2020,55.7598,36.9388,0.0,5.859,5.859,0.4002,36.8521,"KINDER MORGAN TEXAS PIPELINE LLC,STARR,TEXAS,USA",26.6215167,-98.7481167
1629,SO0025T,RN102605409,TARGA MIDSTREAM SERVICES LLC,STERLING GAS PLANT,STERLING,8.0,1321.0,NATURAL GAS LIQUIDS,2020,79.7128,127.8281,0.0,5.9009,5.9009,0.2815,128.6652,"TARGA MIDSTREAM SERVICES LLC,STERLING,TEXAS,USA",31.9685988,-99.9018131
1630,SOA002B,RN106588601,COGENT MIDSTREAM WESTEX LLC,SILVER PLANT,STERLING,8.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,25.1,95.31,0.0,5.9,5.89,0.37,55.969,"COGENT MIDSTREAM WESTEX LLC,STERLING,TEXAS,USA",31.78149299999999,-101.0711758
1631,SQ0006B,RN102553898,DCP OPERATING COMPANY  LP,SONORA GAS PLANT,SUTTON,8.0,1321.0,NATURAL GAS LIQUIDS,2020,36.7445,141.1617,0.0,1.5,1.5,0.0795,50.1229,"DCP OPERATING COMPANY  LP,SUTTON,TEXAS,USA",30.8213038,-96.52996759999999
1632,SQ0014C,RN100210624,ENTERPRISE HYDROCARBONS LP,SONORA GAS PLANT,SUTTON,8.0,1321.0,NATURAL GAS LIQUIDS,2020,28.5824,53.1705,0.0,5.2335,5.2335,0.1468,32.9204,"ENTERPRISE HYDROCARBONS LP,SUTTON,TEXAS,USA",30.5598827,-100.5296115
1633,SQ0031C,RN102569068,ENTERPRISE  PRODUCTS  OPERATING  LLC,SONORA COMPRESSOR STATION,SUTTON,8.0,4922.0,NATURAL GAS TRANSMISSION,2020,62.5481,931.4527,0.0,3.8684,3.8684,0.2277,21.9774,"ENTERPRISE  PRODUCTS  OPERATING  LLC,SUTTON,TEXAS,USA",30.298437,-100.647217
1634,TA0009B,RN100218007,ALCON LABORATORIES INC,FORT WORTH LABORATORIES,TARRANT,4.0,2834.0,PHARMACEUTICAL PREPARATIONS,2020,5.903,14.7042,0.0,2.6468,2.6459,0.9156,4.6979,"ALCON LABORATORIES INC,TARRANT,TEXAS,USA",32.6565287,-97.31676209999999
1635,TA0011O,RN100764349,OGDEN ALLIED AVIATION SERVICES,OGDEN ALLIED AVIATION BULK FUELS FACILITY,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,0.0822,0.3636,0.0,0.0389,0.0289,0.0562,18.6688,"OGDEN ALLIED AVIATION SERVICES,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1636,TA0021L,RN100214949,NUSTAR LOGISTICS LP,GRAPEVINE PRODUCTS TERMINAL,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,0.9411,0.4714,0.0,0,0,0,24.3147,"NUSTAR LOGISTICS LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1637,TA0034C,RN100225739,EXPLORER PIPELINE CO,ARLINGTON STATION,TARRANT,4.0,4613.0,REFINED PETROLEUM PIPELINES,2020,0,0,0.0,0,0,0,16.0047,"EXPLORER PIPELINE CO,TARRANT,TEXAS,USA",32.8094978,-97.100563
1638,TA0038R,RN101340818,ASSOCIATED FIBERGLASS ENTERPRISES,ASSOCIATED FIBERGLASS ENTERPRISES,TARRANT,4.0,3089.0,"PLASTICS PRODUCTS, NEC",2020,0,0,0.0,1.2313,1.2313,0,8.7181,"ASSOCIATED FIBERGLASS ENTERPRISES,TARRANT,TEXAS,USA",32.795451,-97.2473359
1639,TA0051C,RN102216819,BELL TEXTRON INC,PLANT 5A,TARRANT,4.0,3721.0,AIRCRAFT,2020,5.4286,3.9711,0.0,4.294,4.294,0.0311,39.4624,"BELL TEXTRON INC,TARRANT,TEXAS,USA",32.77511,-97.0581131
1640,TA0054T,RN100222488,BELL TEXTRON INC,PLANT 1,TARRANT,4.0,3721.0,AIRCRAFT,2020,11.0459,12.3988,0.0,5.3175,0.9977,0.1029,66.3756,"BELL TEXTRON INC,TARRANT,TEXAS,USA",32.77511,-97.0581131
1641,TA0079D,RN101224038,US DEPARTMENT OF THE  NAVY,NAVAL AIR STATION,TARRANT,4.0,9711.0,NATIONAL SECURITY,2020,5.2835,6.8808,0.0,0.6239,0.6156,0.0518,14.5891,"US DEPARTMENT OF THE  NAVY,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1642,TA0102K,RN101649317,MAGELLAN PIPELINE TERMINALS LP,MAGELLAN SOUTHLAKE TERMINAL,TARRANT,4.0,4613.0,REFINED PETROLEUM PIPELINES,2020,2.9365,1.4709,0.0,0,0,0.0037,25.1002,"MAGELLAN PIPELINE TERMINALS LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1643,TA0142V,RN100221779,US VENTURE INC,US OIL FORT WORTH TERMINAL,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,0.0555,0.034,0.0,0,0,0.0016,11.1857,"US VENTURE INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1644,TA0156K,RN100212356,LOCKHEED MARTIN CORPORATION,US AIR FORCE PLANT 4,TARRANT,4.0,3721.0,AIRCRAFT,2020,4.2916,11.0199,0.0,11.9434,11.9138,1.9518,52.1769,"LOCKHEED MARTIN CORPORATION,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1645,TA0157I,RN102505963,GENERAL MOTORS CORP,ARLINGTON ASSEMBLY PLANT,TARRANT,4.0,3711.0,MOTOR VEHICLES AND CAR BODIES,2020,34.9298,50.7346,0.0,5.4871,5.4871,0.2175,253.6054,"GENERAL MOTORS CORP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1646,TA0172M,RN100219344,FORT DEARBORN COMPANY,FORT DEARBORN FORT WORTH,TARRANT,4.0,2752.0,COMMERCIAL PRINTING LITHOGRAPH,2020,0.09,0.11,0.0,0.01,0.01,0.001,29.7001,"FORT DEARBORN COMPANY,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1647,TA0175G,RN102096377,US VENTURE INC,FORT WORTH TERMINAL,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,3.4546,1.3953,0.0,0.0548,0.0548,0.0043,12.982,"US VENTURE INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1648,TA0235N,RN102649399,MOLSON COORS USA LLC,FORT WORTH BREWERY,TARRANT,4.0,2082.0,MALT BEVERAGES,2020,19.5502,16.7797,0.0,3.1432,3.1364,0.2489,36.0828,"MOLSON COORS USA LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1649,TA0236L,RN100225440,BALL METAL BEVERAGE CONTAINER CORP,BALL METAL BEVERAGE,TARRANT,4.0,3411.0,METAL CANS,2020,5.6571,3.3672,0.0,0.5349,0.515,0.0404,58.77,"BALL METAL BEVERAGE CONTAINER CORP,TARRANT,TEXAS,USA",32.6245848,-97.3284939
1650,TA0273F,RN100699834,NOURYON SURFACE CHEMISTRY LLC,FORT WORTH,TARRANT,4.0,2899.0,"CHEMICAL PREPARATIONS, NEC",2020,8.248,4.952,0.0,10.69,10.69,0.154,16.869,"NOURYON SURFACE CHEMISTRY LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1651,TA0274D,RN100236041,SUNOCO LLC,SUNOCO EULESS TX TERMINAL,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,3.8237,3.5219,0.0,0.211,0.2108,0.921,27.1091,"SUNOCO LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1652,TA0282E,RN100211291,PRINTPACK INC,PRINTPACK,TARRANT,4.0,2671.0,PAPER COATED & LAMINATED PKG.,2020,3.68,4.76,0.0,0.336,0.136,0.02,12.2188,"PRINTPACK INC,TARRANT,TEXAS,USA",32.7151905,-97.04268700000002
1653,TA0285V,RN102418563,TRINITYRAIL MAINTENANCE SERVICES INC,RAILCAR REPAIR DIV PLANT #25,TARRANT,4.0,4789.0,"TRANSPORTATION SERVICES, NEC",2020,4.8061,7.7802,0.0,0.3062,0.3052,0.0272,13.0915,"TRINITYRAIL MAINTENANCE SERVICES INC,TARRANT,TEXAS,USA",32.7368964,-97.3260876
1654,TA0328F,RN100757509,PARKER-HANNIFIN CORPORATION,STRATOFLEX DIVISION,TARRANT,4.0,3492.0,FLUID POWER VALVES & HOSE FITTINGS,2020,0.099,0.1178,0.0,0.009,0.009,0.0007,8.1929,"PARKER-HANNIFIN CORPORATION,TARRANT,TEXAS,USA",32.7355267,-97.42894059999999
1655,TA0345F,RN100216548,MOTIVA ENTERPRISES LLC,FORT WORTH TERMINAL,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,0.561,0.2355,0.0,0.0092,0.0092,0.0017,34.1598,"MOTIVA ENTERPRISES LLC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1656,TA0353G,RN102336906,EXGEN HANDLEY POWER LLC,HANDLEY STEAM ELECTRIC STATION,TARRANT,4.0,4911.0,ELECTRIC SERVICES,2020,52.3842,86.812,0.0014,27.6371,27.6371,2.159,20.0006,"EXGEN HANDLEY POWER LLC,TARRANT,TEXAS,USA",32.73950689999999,-97.2074634
1657,TA0508B,RN102560067,NUSTAR LOGISTICS LP,SOUTHLAKE TERMINAL,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,0.4306,0.2584,0.0,0.0129,0.0129,0,26.2738,"NUSTAR LOGISTICS LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1658,TA0512K,RN100942259,CITY OF FORT WORTH,FORT WORTH VILLAGE CREEK WASTEWATER,TARRANT,4.0,4952.0,SEWERAGE SYSTEMS,2020,158.134,62.4205,0.0,3.1559,3.1559,2.4691,2.8193,"CITY OF FORT WORTH,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1659,TA0685B,RN102572682,FILM PAK INC,PLASTIC BAGS,TARRANT,4.0,3089.0,"PLASTICS PRODUCTS, NEC",2020,0.0146,0.0174,0.0,0.0013,0.0013,0.0001,17.8423,"FILM PAK INC,TARRANT,TEXAS,USA",32.5773091,-97.35971370000001
1660,TA0809H,RN102308004,FOAM FABRICATORS INC,POLYSTYRENE MOLDING,TARRANT,4.0,3089.0,"PLASTICS PRODUCTS, NEC",2020,1.4246,1.6949,0.0,0.1289,0.1289,0.01,7.89,"FOAM FABRICATORS INC,TARRANT,TEXAS,USA",32.93296,-97.233031
1661,TA0964R,RN102336039,CITY OF ARLINGTON,CITY OF ARLINGTON LANDFILL,TARRANT,4.0,4953.0,REFUSE SYSTEMS,2020,15.9868,3.5075,0.0,31.0011,18.0611,0.7602,17.6016,"CITY OF ARLINGTON,TARRANT,TEXAS,USA",32.735687,-97.10806559999999
1662,TA1037M,RN101449080,BUREAU OF ENGRAVING AND PRINTING,BEP WESTERN FACILITY,TARRANT,4.0,2754.0,"COMMERCIAL PRINTING, GRAVURE",2020,5.6075,4.8025,0.0,2.7187,2.7187,0.0378,25.5124,"BUREAU OF ENGRAVING AND PRINTING,TARRANT,TEXAS,USA",32.7305209,-97.33200269999999
1663,TA1222P,RN102496684,FLINT HILLS RESOURCES CORPUS CHRISTI LLC,FORT WORTH TERMINAL,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,2.245,1.124,0.0,0,0,0,36.9786,"FLINT HILLS RESOURCES CORPUS CHRISTI LLC,TARRANT,TEXAS,USA",27.8005828,-97.39638099999999
1664,TA2428J,RN102335601,CITY OF FORT WORTH,CITY OF FORT WORTH SE LANDFILL,TARRANT,4.0,4953.0,REFUSE SYSTEMS,2020,106.91,23.45,0.0,36.98,21.05,5.16,3.9961,"CITY OF FORT WORTH,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1665,TA2554D,RN100221829,SEALED AIR CORPORATION,SEALED AIR,TARRANT,4.0,3086.0,"PLASTICS, FOAM PRODUCTS",2020,0.808,0.96,0.0,0.072,0.072,0.0058,15.132,"SEALED AIR CORPORATION,TARRANT,TEXAS,USA",32.7284536,-97.0434889
1666,TA2566T,RN100213461,AMERICAN AIRLINES INC,DFW MAINTENANCE FACILITY,TARRANT,4.0,4512.0,"AIR TRANSPORTATION, SCHEDULED",2020,1.1243,2.5464,0.0,0.4712,0.4712,0.0237,6.2671,"AMERICAN AIRLINES INC,TARRANT,TEXAS,USA",32.8251501,-97.0505676
1667,TA2694J,RN101960615,GE ON WING SUPPORT INC,CARTER FIELD FACILITY,TARRANT,4.0,3724.0,AIRCRAFT ENGINES & ENGINE PARTS,2020,0.0247,0.0016,0.0,0,0,0.0006,4.143,"GE ON WING SUPPORT INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1668,TA3161T,RN101991925,WASTE MANAGEMENT OF TEXAS  INC,WESTSIDE LANDFILL RECYLING & TRANSFER STATION,TARRANT,4.0,4953.0,REFUSE SYSTEMS,2020,94.03,21.01,0.0,7.14,6.86,2.07,7.321,"WASTE MANAGEMENT OF TEXAS  INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1669,TA3741S,RN100792126,QUALITY FIBERGLASS INC,QUALITY FIBERGLASS,TARRANT,4.0,3084.0,"PLASTICS, PIPE",2020,0,0,0.0,0.0074,0,0,7.1579,"QUALITY FIBERGLASS INC,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1670,TA3815O,RN100217264,ROYAL BATHS MANUFACTURING COMPANY,ROYAL BATHS MFG BURNS ST FACILITY,TARRANT,4.0,3089.0,"PLASTICS PRODUCTS, NEC",2020,0,0,0.0,0,0,0,3.9944,"ROYAL BATHS MANUFACTURING COMPANY,TARRANT,TEXAS,USA",32.795902,-97.22809799999999
1671,TA4073K,RN100747435,TREND OFFSET PRINTING SERVICES INC,TREND OFFSET PRINTING ARLINGTON,TARRANT,4.0,2752.0,COMMERCIAL PRINTING LITHOGRAPH,2020,2.589,3.082,0.0,0.2347,0.2347,0.018,15.3624,"TREND OFFSET PRINTING SERVICES INC,TARRANT,TEXAS,USA",32.746232,-97.04800499999999
1672,TAA001A,RN103214136,BIMBO BAKERIES USA INC,BIMBO BAKERIES USA ARLINGTON,TARRANT,4.0,2051.0,"BREAD, CAKE AND RELATED PRODUCTS",2020,1.2892,1.5347,0.0,0.2201,0.2201,0.0092,26.8294,"BIMBO BAKERIES USA INC,TARRANT,TEXAS,USA",32.7496692,-97.1107409
1673,TAA004D,RN100809847,MARCO DISPLAY SPECIALISTS GP LC,MARCO PLANT,TARRANT,4.0,2449.0,"WOOD CONTAINERS, NEC",2020,0,0,0.0,0.036,0,0,18.7309,"MARCO DISPLAY SPECIALISTS GP LC,TARRANT,TEXAS,USA",32.7255334,-97.4432124
1674,TAA008H,RN102939626,ENLINK NORTH TEXAS GATHERING LP,JARVIS COMPRESSOR STATION & TREATING PLANT,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,6.184,35.5583,0.0,3.3182,3.3182,0.205,19.4403,"ENLINK NORTH TEXAS GATHERING LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1675,TAA013M,RN104475157,BARNETT GATHERING LLC,RISINGER COMPRESSOR STATION,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,3.5426,10.6676,0.0,0.0727,0.0727,0.0501,3.7535,"BARNETT GATHERING LLC,TARRANT,TEXAS,USA",32.7517009,-97.3305803
1676,TAA014N,RN104787478,BARNETT GATHERING LLC,TRWD PLANT,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,5.7867,26.1837,0.0,0.1495,0.1495,0.1324,26.837,"BARNETT GATHERING LLC,TARRANT,TEXAS,USA",32.7517009,-97.3305803
1677,TAA021U,RN105010714,BARNETT GATHERING LLC,RENDON COMPRESSOR STATION,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,11.4613,31.4914,0.0,0.1578,0.1578,0.156,23.8028,"BARNETT GATHERING LLC,TARRANT,TEXAS,USA",32.7517009,-97.3305803
1678,TAA023W,RN105064356,ENERGY TRANSFER FUEL LP,CANTWELL COMPRESSOR STATION,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,0.0256,0.0522,0.0,0.0036,0.0036,0.0002,2.3472,"ENERGY TRANSFER FUEL LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1679,TAA028B,RN105156632,MUSKET CORPORATION,MUSKET FORT WORTH FUEL TERMINAL,TARRANT,4.0,5171.0,PETROLEUM BULK STATIONS & TERMINALS,2020,1.3825,0.5855,0.0,1.4325,1.4325,0.0005,9.2017,"MUSKET CORPORATION,TARRANT,TEXAS,USA",32.8339934,-97.3375387
1680,TAA031E,RN105072607,ENERGY TRANSFER FUEL LP,DAB BOSIER COMPRESSOR STATION,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,3.9027,25.897,0.0,2.1925,2.1925,0.1299,16.6086,"ENERGY TRANSFER FUEL LP,TARRANT,TEXAS,USA",32.7732044,-97.35165579999999
1681,TAA035I,RN105304521,BARNETT GATHERING LLC,COTTON COVE PLANT,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,37.951,38.6143,0.0,2.8857,2.8857,0.3701,29.2315,"BARNETT GATHERING LLC,TARRANT,TEXAS,USA",32.7517009,-97.3305803
1682,TAA036J,RN105570659,BARNETT GATHERING LLC,SAGINAW COMPRESSOR STATION,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,3.001,8.6415,0.0,0.0053,0.0053,0.0401,1.497,"BARNETT GATHERING LLC,TARRANT,TEXAS,USA",32.7517009,-97.3305803
1683,TAA038L,RN104475165,BARNETT GATHERING LLC,WEST LAKE COMPRESSOR STATION,TARRANT,4.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,2020,6.7776,17.1826,0.0,1.168,1.168,0.0809,51.2447,"BARNETT GATHERING LLC,TARRANT,TEXAS,USA",32.7517009,-97.3305803
